# of elements,operation,duration (ns)
38310,Find,540
38310,Delete,794
38310,Memory,1088424
38410,Insert,1000
38410,Find,444
38410,Delete,849
38410,Memory,1088720
38510,Insert,733
38510,Find,447
38510,Delete,802
38510,Memory,1092912
38610,Insert,724
38610,Find,439
38610,Delete,825
38610,Memory,1096632
38710,Insert,746
38710,Find,390
38710,Delete,869
38710,Memory,1092688
38810,Insert,741
38810,Find,493
38810,Delete,806
38810,Memory,1098320
38910,Insert,891
38910,Find,474
38910,Delete,890
38910,Memory,1099656
39010,Insert,1066
39010,Find,469
39010,Delete,891
39010,Memory,1106512
39110,Insert,706
39110,Find,409
39110,Delete,868
39110,Memory,1111696
39210,Insert,810
39210,Find,480
39210,Delete,776
39210,Memory,1116616
39310,Insert,654
39310,Find,392
39310,Delete,871
39310,Memory,1111536
39410,Insert,856
39410,Find,422
39410,Delete,842
39410,Memory,1118992
39510,Insert,887
39510,Find,575
39510,Delete,857
39510,Memory,1116568
39610,Insert,672
39610,Find,474
39610,Delete,871
39610,Memory,1122544
39710,Insert,876
39710,Find,441
39710,Delete,844
39710,Memory,1122320
39810,Insert,795
39810,Find,453
39810,Delete,826
39810,Memory,1125400
39910,Insert,757
39910,Find,432
39910,Delete,797
39910,Memory,1123472
40010,Insert,802
40010,Find,413
40010,Delete,880
40010,Memory,1136912
40110,Insert,784
40110,Find,536
40110,Delete,877
40110,Memory,1143560
40210,Insert,735
40210,Find,407
40210,Delete,655
40210,Memory,1138224
40310,Insert,735
40310,Find,408
40310,Delete,794
40310,Memory,1138384
40410,Insert,780
40410,Find,430
40410,Delete,800
40410,Memory,1147656
40510,Insert,703
40510,Find,596
40510,Delete,863
40510,Memory,1149424
40610,Insert,768
40610,Find,423
40610,Delete,897
40610,Memory,1149968
40710,Insert,762
40710,Find,497
40710,Delete,779
40710,Memory,1154456
40810,Insert,723
40810,Find,441
40810,Delete,840
40810,Memory,1153552
40910,Insert,897
40910,Find,412
40910,Delete,710
40910,Memory,1155568
41010,Insert,881
41010,Find,522
41010,Delete,817
41010,Memory,1165928
41110,Insert,704
41110,Find,396
41110,Delete,944
41110,Memory,1170000
41210,Insert,863
41210,Find,499
41210,Delete,846
41210,Memory,1165968
41310,Insert,730
41310,Find,494
41310,Delete,811
41310,Memory,1170120
41410,Insert,705
41410,Find,471
41410,Delete,854
41410,Memory,1175344
41510,Insert,555
41510,Find,370
41510,Delete,845
41510,Memory,1173008
41610,Insert,963
41610,Find,430
41610,Delete,746
41610,Memory,1181848
41710,Insert,663
41710,Find,585
41710,Delete,693
41710,Memory,1181712
41810,Insert,848
41810,Find,454
41810,Delete,810
41810,Memory,1186096
41910,Insert,844
41910,Find,500
41910,Delete,765
41910,Memory,1184728
42010,Insert,629
42010,Find,346
42010,Delete,600
42010,Memory,1192816
42110,Insert,878
42110,Find,487
42110,Delete,848
42110,Memory,1197552
42210,Insert,828
42210,Find,473
42210,Delete,803
42210,Memory,1202168
42310,Insert,715
42310,Find,542
42310,Delete,851
42310,Memory,1202320
42410,Insert,821
42410,Find,400
42410,Delete,831
42410,Memory,1199952
42510,Insert,865
42510,Find,393
42510,Delete,773
42510,Memory,1209976
42610,Insert,813
42610,Find,449
42610,Delete,756
42610,Memory,1208080
42710,Insert,679
42710,Find,491
42710,Delete,634
42710,Memory,1209392
42810,Insert,893
42810,Find,538
42810,Delete,882
42810,Memory,1212504
42910,Insert,886
42910,Find,411
42910,Delete,764
42910,Memory,1215536
43010,Insert,728
43010,Find,451
43010,Delete,743
43010,Memory,1221328
43110,Insert,671
43110,Find,472
43110,Delete,703
43110,Memory,1229368
43210,Insert,809
43210,Find,503
43210,Delete,832
43210,Memory,1224240
43310,Insert,723
43310,Find,396
43310,Delete,817
43310,Memory,1231568
43410,Insert,772
43410,Find,747
43410,Delete,774
43410,Memory,1231944
43510,Insert,767
43510,Find,389
43510,Delete,844
43510,Memory,1232880
43610,Insert,676
43610,Find,378
43610,Delete,547
43610,Memory,1235504
43710,Insert,796
43710,Find,513
43710,Delete,917
43710,Memory,1232792
43810,Insert,894
43810,Find,449
43810,Delete,767
43810,Memory,1241520
43910,Insert,772
43910,Find,497
43910,Delete,1015
43910,Memory,1242032
44010,Insert,698
44010,Find,444
44010,Delete,914
44010,Memory,1245592
44110,Insert,722
44110,Find,434
44110,Delete,716
44110,Memory,1251984
44210,Insert,786
44210,Find,427
44210,Delete,742
44210,Memory,1254768
44310,Insert,780
44310,Find,454
44310,Delete,753
44310,Memory,1258184
44410,Insert,615
44410,Find,365
44410,Delete,823
44410,Memory,1260528
44510,Insert,968
44510,Find,418
44510,Delete,844
44510,Memory,1258992
44610,Insert,765
44610,Find,522
44610,Delete,800
44610,Memory,1264856
44710,Insert,795
44710,Find,479
44710,Delete,956
44710,Memory,1265360
44810,Insert,846
44810,Find,415
44810,Delete,712
44810,Memory,1268528
44910,Insert,753
44910,Find,523
44910,Delete,864
44910,Memory,1271640
45010,Insert,754
45010,Find,393
45010,Delete,794
45010,Memory,1273296
45110,Insert,906
45110,Find,489
45110,Delete,722
45110,Memory,1283088
45210,Insert,676
45210,Find,524
45210,Delete,712
45210,Memory,1286616
45310,Insert,722
45310,Find,436
45310,Delete,626
45310,Memory,1289040
45410,Insert,753
45410,Find,397
45410,Delete,867
45410,Memory,1290000
45510,Insert,897
45510,Find,501
45510,Delete,686
45510,Memory,1291368
45610,Insert,746
45610,Find,508
45610,Delete,712
45610,Memory,1290480
45710,Insert,1025
45710,Find,456
45710,Delete,817
45710,Memory,1292528
45810,Insert,856
45810,Find,511
45810,Delete,919
45810,Memory,1299720
45910,Insert,721
45910,Find,408
45910,Delete,698
45910,Memory,1294960
46010,Insert,784
46010,Find,534
46010,Delete,702
46010,Memory,1300368
46110,Insert,801
46110,Find,530
46110,Delete,702
46110,Memory,1312920
46210,Insert,725
46210,Find,392
46210,Delete,733
46210,Memory,1312880
46310,Insert,690
46310,Find,398
46310,Delete,802
46310,Memory,1314576
46410,Insert,643
46410,Find,546
46410,Delete,825
46410,Memory,1318056
46510,Insert,691
46510,Find,456
46510,Delete,908
46510,Memory,1319152
46610,Insert,788
46610,Find,430
46610,Delete,1044
46610,Memory,1320040
46710,Insert,889
46710,Find,524
46710,Delete,785
46710,Memory,1324112
46810,Insert,785
46810,Find,482
46810,Delete,954
46810,Memory,1326232
46910,Insert,721
46910,Find,413
46910,Delete,938
46910,Memory,1325072
47010,Insert,892
47010,Find,439
47010,Delete,815
47010,Memory,1324024
47110,Insert,881
47110,Find,443
47110,Delete,773
47110,Memory,1337232
47210,Insert,834
47210,Find,461
47210,Delete,858
47210,Memory,1339896
47310,Insert,826
47310,Find,420
47310,Delete,722
47310,Memory,1340528
47410,Insert,846
47410,Find,481
47410,Delete,886
47410,Memory,1346728
47510,Insert,878
47510,Find,413
47510,Delete,907
47510,Memory,1345808
47610,Insert,633
47610,Find,516
47610,Delete,797
47610,Memory,1351080
47710,Insert,787
47710,Find,383
47710,Delete,840
47710,Memory,1349328
47810,Insert,664
47810,Find,434
47810,Delete,744
47810,Memory,1354984
47910,Insert,579
47910,Find,392
47910,Delete,638
47910,Memory,1353264
48010,Insert,695
48010,Find,433
48010,Delete,717
48010,Memory,1359768
48110,Insert,784
48110,Find,429
48110,Delete,825
48110,Memory,1357360
48210,Insert,792
48210,Find,444
48210,Delete,754
48210,Memory,1371800
48310,Insert,721
48310,Find,379
48310,Delete,914
48310,Memory,1370000
48410,Insert,756
48410,Find,562
48410,Delete,896
48410,Memory,1375080
48510,Insert,744
48510,Find,425
48510,Delete,630
48510,Memory,1369776
48610,Insert,729
48610,Find,530
48610,Delete,982
48610,Memory,1379752
48710,Insert,1238
48710,Find,390
48710,Delete,766
48710,Memory,1375888
48810,Insert,790
48810,Find,540
48810,Delete,937
48810,Memory,1382824
48910,Insert,1231
48910,Find,1363
48910,Delete,833
48910,Memory,1382896
49010,Insert,728
49010,Find,405
49010,Delete,683
49010,Memory,1386536
49110,Insert,856
49110,Find,506
49110,Delete,776
49110,Memory,1388816
49210,Insert,666
49210,Find,449
49210,Delete,869
49210,Memory,1396952
49310,Insert,742
49310,Find,413
49310,Delete,756
49310,Memory,1403248
49410,Insert,867
49410,Find,534
49410,Delete,836
49410,Memory,1400712
49510,Insert,862
49510,Find,465
49510,Delete,843
49510,Memory,1403248
49610,Insert,1062
49610,Find,496
49610,Delete,896
49610,Memory,1410120
49710,Insert,972
49710,Find,422
49710,Delete,854
49710,Memory,1409072
49810,Insert,755
49810,Find,401
49810,Delete,863
49810,Memory,1412120
49910,Insert,670
49910,Find,398
49910,Delete,823
49910,Memory,1410512
50010,Insert,962
50010,Find,441
50010,Delete,821
50010,Memory,1419368
50110,Insert,887
50110,Find,469
50110,Delete,841
50110,Memory,1415280
50210,Insert,750
50210,Find,490
50210,Delete,725
50210,Memory,1425144
50310,Insert,769
50310,Find,422
50310,Delete,839
50310,Memory,1426640
50410,Insert,815
50410,Find,417
50410,Delete,752
50410,Memory,1431960
50510,Insert,849
50510,Find,457
50510,Delete,734
50510,Memory,1430992
50610,Insert,718
50610,Find,437
50610,Delete,688
50610,Memory,1435816
50710,Insert,824
50710,Find,553
50710,Delete,832
50710,Memory,1438224
50810,Insert,822
50810,Find,485
50810,Delete,789
50810,Memory,1438552
50910,Insert,587
50910,Find,399
50910,Delete,803
50910,Memory,1442288
51010,Insert,740
51010,Find,442
51010,Delete,715
51010,Memory,1446216
51110,Insert,697
51110,Find,434
51110,Delete,814
51110,Memory,1444368
51210,Insert,775
51210,Find,527
51210,Delete,807
51210,Memory,1456696
51310,Insert,879
51310,Find,503
51310,Delete,807
51310,Memory,1454384
51410,Insert,831
51410,Find,468
51410,Delete,599
51410,Memory,1457912
51510,Insert,714
51510,Find,414
51510,Delete,888
51510,Memory,1458640
51610,Insert,1149
51610,Find,723
51610,Delete,1092
51610,Memory,1469656
51710,Insert,754
51710,Find,470
51710,Delete,935
51710,Memory,1465744
51810,Insert,695
51810,Find,476
51810,Delete,828
51810,Memory,1467640
51910,Insert,787
51910,Find,396
51910,Delete,974
51910,Memory,1465488
52010,Insert,915
52010,Find,536
52010,Delete,870
52010,Memory,1473352
52110,Insert,785
52110,Find,518
52110,Delete,900
52110,Memory,1474576
52210,Insert,816
52210,Find,512
52210,Delete,794
52210,Memory,1475912
52310,Insert,935
52310,Find,439
52310,Delete,802
52310,Memory,1480560
52410,Insert,905
52410,Find,567
52410,Delete,799
52410,Memory,1488552
52510,Insert,739
52510,Find,452
52510,Delete,854
52510,Memory,1491504
52610,Insert,793
52610,Find,535
52610,Delete,820
52610,Memory,1491160
52710,Insert,749
52710,Find,410
52710,Delete,991
52710,Memory,1493264
52810,Insert,809
52810,Find,581
52810,Delete,855
52810,Memory,1495784
52910,Insert,774
52910,Find,538
52910,Delete,942
52910,Memory,1492752
53010,Insert,819
53010,Find,482
53010,Delete,785
53010,Memory,1504160
53110,Insert,662
53110,Find,417
53110,Delete,646
53110,Memory,1502864
53210,Insert,840
53210,Find,481
53210,Delete,828
53210,Memory,1503288
53310,Insert,832
53310,Find,414
53310,Delete,825
53310,Memory,1514640
53410,Insert,718
53410,Find,550
53410,Delete,799
53410,Memory,1518984
53510,Insert,755
53510,Find,455
53510,Delete,806
53510,Memory,1510896
53610,Insert,742
53610,Find,530
53610,Delete,718
53610,Memory,1518808
53710,Insert,703
53710,Find,460
53710,Delete,724
53710,Memory,1521104
53810,Insert,784
53810,Find,502
53810,Delete,789
53810,Memory,1525688
53910,Insert,806
53910,Find,456
53910,Delete,782
53910,Memory,1525168
54010,Insert,769
54010,Find,512
54010,Delete,776
54010,Memory,1528072
54110,Insert,1296
54110,Find,741
54110,Delete,1150
54110,Memory,1525968
54210,Insert,674
54210,Find,532
54210,Delete,806
54210,Memory,1537944
54310,Insert,638
54310,Find,435
54310,Delete,805
54310,Memory,1541808
54410,Insert,832
54410,Find,427
54410,Delete,668
54410,Memory,1547512
54510,Insert,701
54510,Find,495
54510,Delete,675
54510,Memory,1545648
54610,Insert,876
54610,Find,531
54610,Delete,848
54610,Memory,1548760
54710,Insert,706
54710,Find,487
54710,Delete,962
54710,Memory,1549296
54810,Insert,1036
54810,Find,504
54810,Delete,792
54810,Memory,1549720
54910,Insert,785
54910,Find,446
54910,Delete,812
54910,Memory,1556400
55010,Insert,806
55010,Find,512
55010,Delete,772
55010,Memory,1557752
55110,Insert,717
55110,Find,413
55110,Delete,847
55110,Memory,1555248
55210,Insert,747
55210,Find,372
55210,Delete,907
55210,Memory,1562136
55310,Insert,1176
55310,Find,504
55310,Delete,1213
55310,Memory,1567312
55410,Insert,759
55410,Find,546
55410,Delete,867
55410,Memory,1577032
55510,Insert,844
55510,Find,430
55510,Delete,791
55510,Memory,1574000
55610,Insert,916
55610,Find,560
55610,Delete,842
55610,Memory,1573832
55710,Insert,991
55710,Find,465
55710,Delete,770
55710,Memory,1574096
55810,Insert,765
55810,Find,563
55810,Delete,866
55810,Memory,1580856
55910,Insert,1001
55910,Find,455
55910,Delete,811
55910,Memory,1580880
56010,Insert,774
56010,Find,436
56010,Delete,884
56010,Memory,1588280
56110,Insert,759
56110,Find,411
56110,Delete,820
56110,Memory,1588400
56210,Insert,889
56210,Find,517
56210,Delete,884
56210,Memory,1590232
56310,Insert,751
56310,Find,473
56310,Delete,794
56310,Memory,1592752
56410,Insert,799
56410,Find,446
56410,Delete,996
56410,Memory,1601976
56510,Insert,840
56510,Find,440
56510,Delete,715
56510,Memory,1601072
56610,Insert,819
56610,Find,536
56610,Delete,799
56610,Memory,1601384
56710,Insert,780
56710,Find,454
56710,Delete,719
56710,Memory,1600240
56810,Insert,788
56810,Find,511
56810,Delete,755
56810,Memory,1608264
56910,Insert,691
56910,Find,436
56910,Delete,846
56910,Memory,1613296
57010,Insert,800
57010,Find,450
57010,Delete,829
57010,Memory,1609816
57110,Insert,759
57110,Find,402
57110,Delete,826
57110,Memory,1614096
57210,Insert,916
57210,Find,555
57210,Delete,827
57210,Memory,1617944
57310,Insert,878
57310,Find,628
57310,Delete,955
57310,Memory,1617744
57410,Insert,805
57410,Find,604
57410,Delete,978
57410,Memory,1633192
57510,Insert,1059
57510,Find,448
57510,Delete,1040
57510,Memory,1632816
57610,Insert,1002
57610,Find,541
57610,Delete,840
57610,Memory,1633704
57710,Insert,939
57710,Find,446
57710,Delete,761
57710,Memory,1632368
57810,Insert,1224
57810,Find,535
57810,Delete,869
57810,Memory,1642488
57910,Insert,839
57910,Find,589
57910,Delete,804
57910,Memory,1640432
58010,Insert,826
58010,Find,557
58010,Delete,830
58010,Memory,1644968
58110,Insert,755
58110,Find,440
58110,Delete,786
58110,Memory,1646000
58210,Insert,744
58210,Find,517
58210,Delete,957
58210,Memory,1643976
58310,Insert,820
58310,Find,565
58310,Delete,732
58310,Memory,1648688
58410,Insert,826
58410,Find,473
58410,Delete,811
58410,Memory,1659432
58510,Insert,876
58510,Find,443
58510,Delete,771
58510,Memory,1657232
58610,Insert,838
58610,Find,487
58610,Delete,785
58610,Memory,1661992
58710,Insert,724
58710,Find,507
58710,Delete,833
58710,Memory,1663120
58810,Insert,1376
58810,Find,502
58810,Delete,917
58810,Memory,1673976
58910,Insert,1224
58910,Find,441
58910,Delete,1064
58910,Memory,1671920
59010,Insert,834
59010,Find,523
59010,Delete,790
59010,Memory,1670392
59110,Insert,859
59110,Find,447
59110,Delete,764
59110,Memory,1672336
59210,Insert,768
59210,Find,466
59210,Delete,773
59210,Memory,1670696
59310,Insert,702
59310,Find,414
59310,Delete,774
59310,Memory,1677552
59410,Insert,794
59410,Find,472
59410,Delete,823
59410,Memory,1687384
59510,Insert,757
59510,Find,420
59510,Delete,715
59510,Memory,1684144
59610,Insert,844
59610,Find,463
59610,Delete,794
59610,Memory,1692280
59710,Insert,816
59710,Find,478
59710,Delete,814
59710,Memory,1696784
59810,Insert,837
59810,Find,516
59810,Delete,792
59810,Memory,1697224
59910,Insert,717
59910,Find,420
59910,Delete,866
59910,Memory,1698224
60010,Insert,744
60010,Find,550
60010,Delete,1019
60010,Memory,1700776
60110,Insert,721
60110,Find,524
60110,Delete,822
60110,Memory,1700976
60210,Insert,806
60210,Find,519
60210,Delete,773
60210,Memory,1704008
60310,Insert,750
60310,Find,422
60310,Delete,849
60310,Memory,1697712
60410,Insert,764
60410,Find,510
60410,Delete,775
60410,Memory,1710504
60510,Insert,725
60510,Find,510
60510,Delete,943
60510,Memory,1715344
60610,Insert,723
60610,Find,462
60610,Delete,895
60610,Memory,1719048
60710,Insert,829
60710,Find,444
60710,Delete,826
60710,Memory,1715568
60810,Insert,1009
60810,Find,536
60810,Delete,877
60810,Memory,1724872
60910,Insert,1163
60910,Find,581
60910,Delete,1432
60910,Memory,1725744
61010,Insert,2152
61010,Find,655
61010,Delete,1308
61010,Memory,1727896
61110,Insert,782
61110,Find,454
61110,Delete,897
61110,Memory,1728912
61210,Insert,842
61210,Find,563
61210,Delete,875
61210,Memory,1730680
61310,Insert,1147
61310,Find,550
61310,Delete,1070
61310,Memory,1731632
61410,Insert,715
61410,Find,467
61410,Delete,827
61410,Memory,1737496
61510,Insert,1450
61510,Find,677
61510,Delete,1336
61510,Memory,1743920
61610,Insert,847
61610,Find,528
61610,Delete,853
61610,Memory,1742808
61710,Insert,1174
61710,Find,686
61710,Delete,1277
61710,Memory,1749712
61810,Insert,1024
61810,Find,720
61810,Delete,1103
61810,Memory,1753736
61910,Insert,813
61910,Find,426
61910,Delete,820
61910,Memory,1748848
62010,Insert,707
62010,Find,525
62010,Delete,851
62010,Memory,1757288
62110,Insert,796
62110,Find,453
62110,Delete,824
62110,Memory,1754992
62210,Insert,873
62210,Find,571
62210,Delete,907
62210,Memory,1759576
62310,Insert,936
62310,Find,518
62310,Delete,1033
62310,Memory,1759600
62410,Insert,802
62410,Find,470
62410,Delete,843
62410,Memory,1763608
62510,Insert,802
62510,Find,407
62510,Delete,856
62510,Memory,1771568
62610,Insert,822
62610,Find,540
62610,Delete,896
62610,Memory,1773672
62710,Insert,843
62710,Find,462
62710,Delete,789
62710,Memory,1778960
62810,Insert,1201
62810,Find,635
62810,Delete,1060
62810,Memory,1782872
62910,Insert,1220
62910,Find,631
62910,Delete,1200
62910,Memory,1781648
63010,Insert,1685
63010,Find,968
63010,Delete,1417
63010,Memory,1785208
63110,Insert,1066
63110,Find,480
63110,Delete,827
63110,Memory,1782224
63210,Insert,1148
63210,Find,533
63210,Delete,919
63210,Memory,1791704
63310,Insert,836
63310,Find,417
63310,Delete,890
63310,Memory,1785168
63410,Insert,836
63410,Find,490
63410,Delete,785
63410,Memory,1789704
63510,Insert,839
63510,Find,385
63510,Delete,851
63510,Memory,1803472
63610,Insert,885
63610,Find,535
63610,Delete,887
63610,Memory,1806088
63710,Insert,730
63710,Find,443
63710,Delete,973
63710,Memory,1802928
63810,Insert,646
63810,Find,535
63810,Delete,870
63810,Memory,1807656
63910,Insert,860
63910,Find,483
63910,Delete,830
63910,Memory,1809392
64010,Insert,865
64010,Find,680
64010,Delete,1134
64010,Memory,1812248
64110,Insert,879
64110,Find,439
64110,Delete,837
64110,Memory,1818000
64210,Insert,1009
64210,Find,545
64210,Delete,790
64210,Memory,1819496
64310,Insert,766
64310,Find,415
64310,Delete,949
64310,Memory,1814416
64410,Insert,883
64410,Find,606
64410,Delete,1026
64410,Memory,1821256
64510,Insert,1030
64510,Find,532
64510,Delete,1037
64510,Memory,1817040
64610,Insert,756
64610,Find,482
64610,Delete,795
64610,Memory,1833592
64710,Insert,874
64710,Find,398
64710,Delete,696
64710,Memory,1827984
64810,Insert,937
64810,Find,543
64810,Delete,946
64810,Memory,1836936
64910,Insert,1273
64910,Find,450
64910,Delete,814
64910,Memory,1834960
65010,Insert,910
65010,Find,553
65010,Delete,838
65010,Memory,1844520
65110,Insert,873
65110,Find,425
65110,Delete,691
65110,Memory,1842736
65210,Insert,896
65210,Find,513
